Name,No_features,No_instances,Accuracy,Precision,Recall,F1_Score,Split_points,Train_set_size,Min_instances_node,Run_time,Memory_use
Iris,4,150,0.9111111111111111,0.9123015873015873,0.9166666666666666,0.9144789180588703,6,0.7,2.1,199.82,0.029294
Iris,4,150,0.9111111111111111,0.9123015873015873,0.9166666666666666,0.9144789180588703,6,0.7,1.05,202.44,0.029294
Iris,4,150,0.9111111111111111,0.9123015873015873,0.9166666666666666,0.9144789180588703,6,0.7,0.525,191.88,0.029294
Iris,4,150,0.9111111111111111,0.9123015873015873,0.9166666666666666,0.9144789180588703,6,0.7,0.21,184.96,0.029294
Iris,4,150,0.9111111111111111,0.9123015873015873,0.9166666666666666,0.9144789180588703,6,0.7,0.105,191.86,0.029294
Iris,4,150,0.7333333333333333,0.7407407407407408,0.7407407407407408,0.7407407407407408,6,0.8,2.4,180.9,0.029955
Iris,4,150,0.7333333333333333,0.7407407407407408,0.7407407407407408,0.7407407407407408,6,0.8,1.2,187.9,0.029955
Iris,4,150,0.7333333333333333,0.7407407407407408,0.7407407407407408,0.7407407407407408,6,0.8,0.6,183.01,0.029955
Iris,4,150,0.7333333333333333,0.7407407407407408,0.7407407407407408,0.7407407407407408,6,0.8,0.24,182.12,0.029955
Iris,4,150,0.7333333333333333,0.7407407407407408,0.7407407407407408,0.7407407407407408,6,0.8,0.12,207.75,0.029955
Iris,4,150,0.9333333333333333,0.9583333333333334,0.8888888888888888,0.9223057644110275,6,0.9,2.7,200.87,0.030614
Iris,4,150,0.9333333333333333,0.9583333333333334,0.8888888888888888,0.9223057644110275,6,0.9,1.35,213.21,0.030614
Iris,4,150,0.9333333333333333,0.9583333333333334,0.8888888888888888,0.9223057644110275,6,0.9,0.675,211.93,0.030614
Iris,4,150,0.9333333333333333,0.9583333333333334,0.8888888888888888,0.9223057644110275,6,0.9,0.27,202.22,0.030614
Iris,4,150,0.9333333333333333,0.9583333333333334,0.8888888888888888,0.9223057644110275,6,0.9,0.135,201.92,0.030614
Iris,4,150,0.6933333333333334,0.7165784832451498,0.7261904761904762,0.7213524612827832,7,0.5,1.5,198.06,0.028086
Iris,4,150,0.6933333333333334,0.7165784832451498,0.7261904761904762,0.7213524612827832,7,0.5,0.75,196.72,0.028086
Iris,4,150,0.6933333333333334,0.7165784832451498,0.7261904761904762,0.7213524612827832,7,0.5,0.375,196.93,0.028086
Iris,4,150,0.6933333333333334,0.7165784832451498,0.7261904761904762,0.7213524612827832,7,0.5,0.15,195.42,0.028086
Iris,4,150,0.6933333333333334,0.7165784832451498,0.7261904761904762,0.7213524612827832,7,0.5,0.075,223.23,0.028086
Iris,4,150,0.7333333333333333,0.8558558558558559,0.7681159420289855,0.8096156938414536,7,0.6,1.8,217.19,0.028686
Iris,4,150,0.7333333333333333,0.8558558558558559,0.7681159420289855,0.8096156938414536,7,0.6,0.9,211.82,0.028686
Iris,4,150,0.7333333333333333,0.8558558558558559,0.7681159420289855,0.8096156938414536,7,0.6,0.45,220.28,0.028686
Iris,4,150,0.7333333333333333,0.8558558558558559,0.7681159420289855,0.8096156938414536,7,0.6,0.18,206.38,0.028686
Iris,4,150,0.7333333333333333,0.8558558558558559,0.7681159420289855,0.8096156938414536,7,0.6,0.09,199.41,0.028686
Iris,4,150,0.7555555555555555,0.8641975308641975,0.7708333333333334,0.8148497719049866,7,0.7,2.1,205.41,0.029294
Iris,4,150,0.7555555555555555,0.8641975308641975,0.7708333333333334,0.8148497719049866,7,0.7,1.05,214.54,0.029294
Iris,4,150,0.7555555555555555,0.8641975308641975,0.7708333333333334,0.8148497719049866,7,0.7,0.525,206.96,0.029294
Iris,4,150,0.7555555555555555,0.8641975308641975,0.7708333333333334,0.8148497719049866,7,0.7,0.21,199.84,0.029294
Iris,4,150,0.7555555555555555,0.8641975308641975,0.7708333333333334,0.8148497719049866,7,0.7,0.105,212.78,0.029294
Iris,4,150,0.8666666666666667,0.8974358974358975,0.8888888888888888,0.8931419457735248,7,0.8,2.4,213.3,0.02995
Iris,4,150,0.8666666666666667,0.8974358974358975,0.8888888888888888,0.8931419457735248,7,0.8,1.2,209.88,0.030171
Iris,4,150,0.8666666666666667,0.8974358974358975,0.8888888888888888,0.8931419457735248,7,0.8,0.6,209.49,0.02995
Iris,4,150,0.8666666666666667,0.8974358974358975,0.8888888888888888,0.8931419457735248,7,0.8,0.24,231.79,0.02995
Iris,4,150,0.8666666666666667,0.8974358974358975,0.8888888888888888,0.8931419457735248,7,0.8,0.12,202.23,0.02995
Iris,4,150,1,1,1,1,7,0.9,2.7,216.41,0.03055
Iris,4,150,1,1,1,1,7,0.9,1.35,230.16,0.03055
Iris,4,150,1,1,1,1,7,0.9,0.675,208.15,0.03055
Iris,4,150,1,1,1,1,7,0.9,0.27,208.04,0.03055
Iris,4,150,1,1,1,1,7,0.9,0.135,198.46,0.03055
Iris,4,150,0.84,0.8664021164021164,0.8571428571428572,0.861747615,8,0.5,1.5,237.27,0.02771
Iris,4,150,0.84,0.8664021164021164,0.8571428571428572,0.861747615,8,0.5,0.75,219.32,0.02771
Iris,4,150,0.84,0.8664021164021164,0.8571428571428572,0.861747615,8,0.5,0.375,221.89,0.028871
Iris,4,150,0.84,0.8664021164021164,0.8571428571428572,0.861747615,8,0.5,0.15,228.01,0.02771
Iris,4,150,0.84,0.8664021164021164,0.8571428571428572,0.861747615,8,0.5,0.075,217.67,0.02771
Iris,4,150,0.8,0.8787878787878788,0.8260869565217391,0.8516228748068005,8,0.6,1.8,211.73,0.02831
Iris,4,150,0.8,0.8787878787878788,0.8260869565217391,0.8516228748068005,8,0.6,0.9,227.37,0.02831
Iris,4,150,0.8,0.8787878787878788,0.8260869565217391,0.8516228748068005,8,0.6,0.45,230.6,0.02831
Iris,4,150,0.8,0.8787878787878788,0.8260869565217391,0.8516228748068005,8,0.6,0.18,219.46,0.02831
Iris,4,150,0.8,0.8787878787878788,0.8260869565217391,0.8516228748068005,8,0.6,0.09,219.18,0.02831
Iris,4,150,0.7777777777777778,0.8717948717948718,0.7916666666666666,0.8298008991650611,8,0.7,2.1,213.18,0.028854
Iris,4,150,0.7777777777777778,0.8717948717948718,0.7916666666666666,0.8298008991650611,8,0.7,1.05,226.74,0.028854
Iris,4,150,0.7777777777777778,0.8717948717948718,0.7916666666666666,0.8298008991650611,8,0.7,0.525,244.59,0.028854
Iris,4,150,0.7777777777777778,0.8717948717948718,0.7916666666666666,0.8298008991650611,8,0.7,0.21,225.12,0.028854
Iris,4,150,0.7777777777777778,0.8717948717948718,0.7916666666666666,0.8298008991650611,8,0.7,0.105,223.05,0.028854
Iris,4,150,0.8,0.8888888888888888,0.7777777777777778,0.8296296296296296,8,0.8,2.4,238.26,0.02951
Iris,4,150,0.8,0.8888888888888888,0.7777777777777778,0.8296296296296296,8,0.8,1.2,227.61,0.02951
Iris,4,150,0.8,0.8888888888888888,0.7777777777777778,0.8296296296296296,8,0.8,0.6,232.47,0.02951
Iris,4,150,0.8,0.8888888888888888,0.7777777777777778,0.8296296296296296,8,0.8,0.24,232.79,0.02951
Iris,4,150,0.8,0.8888888888888888,0.7777777777777778,0.8296296296296296,8,0.8,0.12,235.08,0.02951
Iris,4,150,1,1,1,1,8,0.9,2.7,236.05,0.030051
Iris,4,150,1,1,1,1,8,0.9,1.35,238.63,0.030051
Iris,4,150,1,1,1,1,8,0.9,0.675,234.26,0.030051
Iris,4,150,1,1,1,1,8,0.9,0.27,228.8,0.030051
Iris,4,150,1,1,1,1,8,0.9,0.135,241.09,0.030051
Iris,4,150,0.6533333333333333,0.6811111111111111,0.6904761904761904,0.685761679,9,0.5,1.5,243.91,0.02795
Iris,4,150,0.6533333333333333,0.6811111111111111,0.6904761904761904,0.685761679,9,0.5,0.75,242.6,0.02795
Iris,4,150,0.6533333333333333,0.6811111111111111,0.6904761904761904,0.685761679,9,0.5,0.375,239.83,0.02795
Iris,4,150,0.6533333333333333,0.6811111111111111,0.6904761904761904,0.685761679,9,0.5,0.15,246.86,0.02795
Iris,4,150,0.6533333333333333,0.6811111111111111,0.6904761904761904,0.685761679,9,0.5,0.075,241.28,0.02795
Iris,4,150,0.8166666666666667,0.8361823361823362,0.8309178743961353,0.8335417930840897,9,0.6,1.8,237.9,0.02855
Iris,4,150,0.8166666666666667,0.8361823361823362,0.8309178743961353,0.8335417930840897,9,0.6,0.9,253.9,0.02855
Iris,4,150,0.8166666666666667,0.8361823361823362,0.8309178743961353,0.8335417930840897,9,0.6,0.45,242.22,0.02855
Iris,4,150,0.8166666666666667,0.8361823361823362,0.8309178743961353,0.8335417930840897,9,0.6,0.18,252.54,0.02855
Iris,4,150,0.8166666666666667,0.8361823361823362,0.8309178743961353,0.8335417930840897,9,0.6,0.09,249.44,0.02867
Iris,4,150,0.9333333333333333,0.9385620915032679,0.9375,0.9380307451117014,9,0.7,2.1,247.44,0.028958
Iris,4,150,0.9333333333333333,0.9385620915032679,0.9375,0.9380307451117014,9,0.7,1.05,252.38,0.028958
Iris,4,150,0.9333333333333333,0.9385620915032679,0.9375,0.9380307451117014,9,0.7,0.525,248.16,0.028958
Iris,4,150,0.9333333333333333,0.9385620915032679,0.9375,0.9380307451117014,9,0.7,0.21,248.77,0.028958
Iris,4,150,0.9333333333333333,0.9385620915032679,0.9375,0.9380307451117014,9,0.7,0.105,244.59,0.028958
Iris,4,150,0.8333333333333334,0.864102564,0.8611111111111112,0.8626042440756336,9,0.8,2.4,253.7,0.029678
Iris,4,150,0.8333333333333334,0.864102564,0.8611111111111112,0.8626042440756336,9,0.8,1.2,241.71,0.029678
Iris,4,150,0.8333333333333334,0.864102564,0.8611111111111112,0.8626042440756336,9,0.8,0.6,252.57,0.029678
Iris,4,150,0.8333333333333334,0.864102564,0.8611111111111112,0.8626042440756336,9,0.8,0.24,239.15,0.029678
Iris,4,150,0.8333333333333334,0.864102564,0.8611111111111112,0.8626042440756336,9,0.8,0.12,251.48,0.029678
Iris,4,150,0.9333333333333333,0.9583333333333334,0.8888888888888888,0.9223057644110275,9,0.9,2.7,254.42,0.030278
Iris,4,150,0.9333333333333333,0.9583333333333334,0.8888888888888888,0.9223057644110275,9,0.9,1.35,245.47,0.030278
Iris,4,150,0.9333333333333333,0.9583333333333334,0.8888888888888888,0.9223057644110275,9,0.9,0.675,256.11,0.030278
Iris,4,150,0.9333333333333333,0.9583333333333334,0.8888888888888888,0.9223057644110275,9,0.9,0.27,239.42,0.030278
Iris,4,150,0.9333333333333333,0.9583333333333334,0.8888888888888888,0.9223057644110275,9,0.9,0.135,253.53,0.030278
Iris,4,150,0.6533333333333333,0.6803030303030303,0.6904761904761906,0.6853518606242434,10,0.5,1.5,256.05,0.027646
Iris,4,150,0.6533333333333333,0.6803030303030303,0.6904761904761906,0.6853518606242434,10,0.5,0.75,260.69,0.027646
Iris,4,150,0.6533333333333333,0.6803030303030303,0.6904761904761906,0.6853518606242434,10,0.5,0.375,272.37,0.027646
Iris,4,150,0.6533333333333333,0.6803030303030303,0.6904761904761906,0.6853518606242434,10,0.5,0.15,263.86,0.027646
Iris,4,150,0.6533333333333333,0.6803030303030303,0.6904761904761906,0.6853518606242434,10,0.5,0.075,277.9,0.027646
Iris,4,150,0.75,0.8611111111111112,0.7826086956521738,0.8199853049228508,10,0.6,1.8,279.07,0.028318
Iris,4,150,0.75,0.8611111111111112,0.7826086956521738,0.8199853049228508,10,0.6,0.9,263.87,0.028318
Iris,4,150,0.75,0.8611111111111112,0.7826086956521738,0.8199853049228508,10,0.6,0.45,250.51,0.028318
Iris,4,150,0.75,0.8611111111111112,0.7826086956521738,0.8199853049228508,10,0.6,0.18,273.27,0.028318
Iris,4,150,0.75,0.8611111111111112,0.7826086956521738,0.8199853049228508,10,0.6,0.09,243.51,0.028318
Iris,4,150,0.6222222222222222,0.6457516339869281,0.6458333333333334,0.6457924810761803,10,0.7,2.1,249.33,0.02879
Iris,4,150,0.6222222222222222,0.6457516339869281,0.6458333333333334,0.6457924810761803,10,0.7,1.05,253,0.02879
Iris,4,150,0.6222222222222222,0.6457516339869281,0.6458333333333334,0.6457924810761803,10,0.7,0.525,254.53,0.02879
Iris,4,150,0.6222222222222222,0.6457516339869281,0.6458333333333334,0.6457924810761803,10,0.7,0.21,244.11,0.02879
Iris,4,150,0.6222222222222222,0.6457516339869281,0.6458333333333334,0.6457924810761803,10,0.7,0.105,248.67,0.02879
Iris,4,150,0.5666666666666667,0.5952380952380952,0.6018518518518519,0.5985267034990793,10,0.8,2.4,250.06,0.029446
Iris,4,150,0.5666666666666667,0.5952380952380952,0.6018518518518519,0.5985267034990793,10,0.8,1.2,265.54,0.029446
Iris,4,150,0.5666666666666667,0.5952380952380952,0.6018518518518519,0.5985267034990793,10,0.8,0.6,276.1,0.029446
Iris,4,150,0.5666666666666667,0.5952380952380952,0.6018518518518519,0.5985267034990793,10,0.8,0.24,275.5,0.029446
Iris,4,150,0.5666666666666667,0.5952380952380952,0.6018518518518519,0.5985267034990793,10,0.8,0.12,264.51,0.029446
Iris,4,150,1,1,1,1,10,0.9,2.7,259.34,0.030046
Iris,4,150,1,1,1,1,10,0.9,1.35,261.33,0.030046
Iris,4,150,1,1,1,1,10,0.9,0.675,258.41,0.030046
Iris,4,150,1,1,1,1,10,0.9,0.27,259.88,0.030046
Iris,4,150,1,1,1,1,10,0.9,0.135,264.32,0.030046
Dry Bean Dataset,16,13611,0.8317660887452248,0.8565997226551401,0.822458361,0.8391819325517287,3,0.5,136.1,17191.05,1.284164
Dry Bean Dataset,16,13611,0.8751101968851014,0.8809615413602699,0.874685499,0.8778123024543267,3,0.5,68.05,27253.24,1.416275
Dry Bean Dataset,16,13611,0.8796650014692918,0.8827620190097581,0.88404188,0.8834014857114992,3,0.5,34.025,41893.99,1.598182
Dry Bean Dataset,16,13611,0.8787834263884807,0.8839990597319506,0.8846097686488527,0.884304309,3,0.5,13.61,92316.07,1.918774
Dry Bean Dataset,16,13611,0.8779018513076697,0.8864717599178248,0.8831203177648975,0.884792865,3,0.5,6.805,118569.03,2.153014
Dry Bean Dataset,16,13611,0.8453627180899909,0.8634684809449628,0.8422952724416456,0.8527504678867109,3,0.6,163.32,16657.5,1.420355
Dry Bean Dataset,16,13611,0.8530762167125804,0.8686306283067512,0.8493653251635563,0.858889958,3,0.6,81.66,25619.71,1.531083
Dry Bean Dataset,16,13611,0.8685032139577594,0.8774313796757164,0.8658417041172045,0.8715980164982311,3,0.6,40.83,42259.79,1.782062
Dry Bean Dataset,16,13611,0.878236915,0.881843598,0.88142178,0.8816326386340303,3,0.6,16.332,99758.24,2.095902
Dry Bean Dataset,16,13611,0.8808080808080808,0.8894862134039964,0.8866160988390058,0.8880488371228829,3,0.6,8.166,152514.96,2.397038
Dry Bean Dataset,16,13611,0.8092556317335945,0.8145599068813318,0.8079288487899215,0.8112308273776474,3,0.7,190.54,17279.37,1.831355
Dry Bean Dataset,16,13611,0.8349657198824681,0.8495054042372086,0.837948322,0.8436872868898707,3,0.7,95.27,26839.27,1.878275
Dry Bean Dataset,16,13611,0.8562683643486778,0.8668003372677459,0.8612171558162068,0.8639997269819182,3,0.7,47.635,46606.74,1.967067
Dry Bean Dataset,16,13611,0.8731635651322233,0.8824725694998753,0.880166486,0.8813180194286552,3,0.7,19.054,102429.84,2.279534
Dry Bean Dataset,16,13611,0.8721841332027425,0.8803521054954419,0.8790892284327247,0.8797202137354235,3,0.7,9.527,122893.21,2.582958
Dry Bean Dataset,16,13611,0.8240910760190966,0.8422204396378344,0.8253730809118284,0.8337116575526916,3,0.8,217.76,16520.79,2.019347
Dry Bean Dataset,16,13611,0.8428204186558942,0.8625068979980212,0.8463028595014468,0.8543280501670183,3,0.8,108.88,25049.3,2.061083
Dry Bean Dataset,16,13611,0.8582445831803158,0.8794633038890216,0.8599570636544439,0.8696008101507299,3,0.8,54.44,40807.08,2.043731
Dry Bean Dataset,16,13611,0.872934264,0.8865596451806708,0.8763243259370019,0.8814122723837958,3,0.8,21.776,90166.09,2.47659
Dry Bean Dataset,16,13611,0.8744032317297099,0.8896219330720818,0.8806586775852884,0.8851176140252732,3,0.8,10.888,139761.85,2.876094
Dry Bean Dataset,16,13611,0.8296622613803231,0.8280513231657304,0.831765733,0.829904372,3,0.9,244.98,17187.97,2.204187
Dry Bean Dataset,16,13611,0.8582966226138032,0.8722769321395544,0.8562558375847268,0.864192138,3,0.9,122.49,25671.48,1.920771
Dry Bean Dataset,16,13611,0.8678414096916299,0.879181324,0.8680521540444295,0.8735812947986246,3,0.9,61.245,42542.41,2.334299
Dry Bean Dataset,16,13611,0.8744493392070485,0.8831680195698199,0.8762483964669572,0.8796946008974565,3,0.9,24.498,215346.03,2.653886
Dry Bean Dataset,16,13611,0.8751835535976505,0.8863471370042084,0.8811764168314734,0.8837542136955442,3,0.9,12.249,153271.77,3.109398
Dry Bean Dataset,16,13611,0.7846018219218337,0.7790018580854773,0.7200138120022579,0.74834721,4,0.5,136.1,14792.08,1.450979
Dry Bean Dataset,16,13611,0.806641199,0.781147436,0.7448101384330013,0.7625461412357153,4,0.5,68.05,26135.86,1.497515
Dry Bean Dataset,16,13611,0.8373493975903614,0.8092275436470128,0.7892002675788071,0.7990884411459208,4,0.5,34.025,42668.56,1.591462
Dry Bean Dataset,16,13611,0.8539523949456362,0.8401152233403348,0.8274551698976313,0.8337371395912792,4,0.5,13.61,86583.38,1.794758
Dry Bean Dataset,16,13611,0.8612988539523949,0.856511954,0.8383534138844834,0.8473354098483363,4,0.5,6.805,156575.69,1.90055
Dry Bean Dataset,16,13611,0.782552801,0.7704297425423233,0.724782915,0.7469095608111288,4,0.6,163.32,14008.28,1.554587
Dry Bean Dataset,16,13611,0.8128558310376492,0.79320379,0.7517931752964028,0.7719435173482739,4,0.6,81.66,24429.78,1.685235
Dry Bean Dataset,16,13611,0.8389348025711663,0.8222394647293811,0.7972205438183396,0.8095367465211991,4,0.6,40.83,44158.95,1.778486
